Type,,Air,Air,Water,Water
Info,,AirQuality,AirPollution,WaterQuality,WaterPollution
 United States of America,Austin,68.57142857142857,31.42857142857143,56.5,43.5
 United States of America,Bakersfield,16.666666666666668,83.33333333333333,31.521739130434796,68.4782608695652
 United States of America,Baltimore,62.5,37.5,35.86956521739131,64.13043478260869
 United States of America,Bangor,87.5,12.5,87.5,12.5
 United States of America,Banning,80.0,20.0,50.0,50.0
 United States of America,Barnstable,100.0,0.0,25.0,75.0
 United States of America,Barrington,50.0,50.0,75.0,25.0
 United States of America,Bartlesville,75.0,25.0,25.0,75.0
 United States of America,Bath,100.0,0.0,50.0,50.0
 United States of America,Baton Rouge,64.58333333333334,35.41666666666666,59.375,40.625
 United States of America,Baytown,100.0,0.0,50.0,50.0
 United States of America,Beaufort,50.0,50.0,25.0,75.0
 United States of America,Beaumont,70.83333333333334,29.166666666666657,12.5,87.5
 United States of America,Beaver Dam,100.0,0.0,50.0,50.0
 United States of America,Beaverton,81.25,18.75,93.75,6.25
 United States of America,Beckley,100.0,0.0,50.0,50.0
 United States of America,Bellevue,94.23076923076924,5.769230769230759,80.55555555555556,19.444444444444443
 United States of America,Bellingham,94.73684210526316,5.263157894736835,70.0,30.0
 United States of America,Belmont,100.0,0.0,75.0,25.0
 United States of America,Beloit,50.0,50.0,37.5,62.5
 United States of America,Belvidere,75.0,25.0,75.0,25.0
 United States of America,Bend,100.0,0.0,100.0,0.0
 United States of America,Bentonville,91.66666666666669,8.333333333333314,100.0,0.0
 United States of America,Berkeley,79.16666666666667,20.83333333333333,63.88888888888889,36.11111111111111
 United States of America,Beverly,100.0,0.0,100.0,0.0
 United States of America,Beverly Hills,100.0,0.0,100.0,0.0
 United States of America,Billings,75.0,25.0,60.0,40.0
 United States of America,Biloxi,100.0,0.0,50.0,50.0
 United States of America,Binghamton,62.5,37.5,37.5,62.5
 United States of America,Birmingham,71.05263157894737,28.94736842105263,68.33333333333334,31.666666666666664
 United States of America,Bismarck,95.83333333333331,4.166666666666686,50.0,50.0
 United States of America,Blacksburg,75.0,25.0,100.0,0.0
 United States of America,Bloomfield Hills,0.0,100.0,0.0,100.0
 United States of America,Bloomington,88.54166666666666,11.458333333333343,60.0,40.0
 United States of America,Bloomsburg,87.5,12.5,75.0,25.0
 United States of America,Boca Raton,94.23076923076924,5.769230769230759,65.38461538461539,34.61538461538461
 United States of America,Boise,68.93939393939394,31.060606060606062,67.5,32.5
 United States of America,Boone,75.0,25.0,50.0,50.0
 United States of America,Boston,78.23529411764706,21.764705882352942,67.08860759493672,32.91139240506329
 United States of America,Boulder,85.0,15.0,52.08333333333333,47.91666666666667
 United States of America,Bourne,75.0,25.0,75.0,25.0
 United States of America,Bowling Green,95.83333333333334,4.166666666666657,41.666666666666664,58.333333333333336
 United States of America,Boynton Beach,100.0,0.0,50.0,50.0
 United States of America,Bozeman,100.0,0.0,94.44444444444444,5.555555555555558
 United States of America,Bradenton,83.33333333333333,16.66666666666667,57.14285714285714,42.85714285714286
 United States of America,Brainerd,100.0,0.0,50.0,50.0
 United States of America,Brandon,100.0,0.0,100.0,0.0
 United States of America,Branson,100.0,0.0,100.0,0.0
 United States of America,Brattleboro,100.0,0.0,50.0,50.0
 United States of America,Breckenridge,100.0,0.0,75.0,25.0
 United States of America,Bremerton,100.0,0.0,75.0,25.0
 United States of America,Brentwood,75.0,25.0,100.0,0.0
 United States of America,Bridgeport,79.16666666666667,20.83333333333333,33.33333333333334,66.66666666666666
 United States of America,Bridgeton,100.0,0.0,50.0,50.0
 United States of America,Bridgewater,87.5,12.5,50.0,50.0
 United States of America,Brier,100.0,0.0,100.0,0.0
 United States of America,Brookhaven,50.0,50.0,25.0,75.0
 United States of America,Brooklyn,52.083333333333336,47.916666666666664,66.34615384615384,33.65384615384615
 United States of America,Brownsville,57.14285714285714,42.85714285714286,31.25,68.75
 United States of America,Brunswick,89.0625,10.9375,62.5,37.5
 United States of America,Bryson City,87.5,12.5,50.0,50.0
 United States of America,Buffalo,88.54166666666666,11.458333333333343,56.52173913043478,43.47826086956522
 United States of America,Bullhead City,100.0,0.0,50.0,50.0
 United States of America,Burlington,93.75,6.25,66.25,33.75
 United States of America,Butte,75.0,25.0,43.75,56.25
 United States of America,Cabot,75.0,25.0,75.0,25.0
 United States of America,California,0.0,100.0,0.0,100.0
 United States of America,Camarillo,100.0,0.0,100.0,0.0
 United States of America,Cambridge,91.66666666666669,8.333333333333314,78.125,21.875
 United States of America,Camden,87.5,12.5,50.0,50.0
 United States of America,Canton,83.33333333333333,16.66666666666667,75.0,25.0
 United States of America,Cape Canaveral,75.0,25.0,100.0,0.0
 United States of America,Cape Coral,75.0,25.0,75.0,25.0
 United States of America,Carlisle,100.0,0.0,50.0,50.0
 United States of America,Carlsbad,75.0,25.0,75.0,25.0
 United States of America,Carson,25.0,75.0,0.0,100.0
 United States of America,Carson City,100.0,0.0,50.0,50.0
 United States of America,Cary,50.0,50.0,37.5,62.5
 United States of America,Casper,100.0,0.0,66.66666666666666,33.333333333333336
 United States of America,Cedar Rapids,89.28571428571428,10.714285714285722,75.0,25.0
 United States of America,Champaign,58.333333333333336,41.666666666666664,66.66666666666666,33.333333333333336
 United States of America,Chandler,65.0,35.0,55.0,45.0
 United States of America,Chapel Hill,83.33333333333333,16.66666666666667,58.33333333333333,41.66666666666667
 United States of America,Charleston,85.0,15.0,46.15384615384616,53.84615384615384
 United States of America,Charlotte,76.875,23.125,68.42105263157895,31.57894736842105
 United States of America,Charlottesville,100.0,0.0,41.666666666666664,58.333333333333336
 United States of America,Chattanooga,79.41176470588236,20.588235294117638,38.46153846153846,61.53846153846154
 United States of America,Chesapeake,100.0,0.0,62.5,37.5
 United States of America,Chester,87.5,12.5,50.0,50.0
 United States of America,Chesterfield,93.75,6.25,68.75,31.25
 United States of America,Cheyenne,92.85714285714286,7.142857142857139,100.0,0.0
 United States of America,Chicago,57.43243243243244,42.56756756756756,46.37931034482759,53.62068965517241
 United States of America,Chico,72.5,27.5,50.0,50.0
 United States of America,Christiansburg,75.0,25.0,0.0,100.0
 United States of America,Chula Vista,37.5,62.5,25.0,75.0
 United States of America,Cincinnati,57.57575757575758,42.42424242424242,56.896551724137936,43.103448275862064
 United States of America,Citrus Heights,100.0,0.0,50.0,50.0
 United States of America,Clarksville,95.0,5.0,100.0,0.0
 United States of America,Clayton,87.5,12.5,50.0,50.0
 United States of America,Clearwater,85.71428571428572,14.285714285714278,64.28571428571428,35.714285714285715
 United States of America,Cleveland,66.66666666666666,33.33333333333334,45.45454545454546,54.54545454545454
 United States of America,Clifton,100.0,0.0,100.0,0.0
 United States of America,Clinton,87.5,12.5,50.0,50.0
 United States of America,Clovis,0.0,100.0,0.0,100.0
 United States of America,Coeur d'Alene,79.16666666666667,20.83333333333333,50.0,50.0
 United States of America,College Park,100.0,0.0,100.0,0.0
 United States of America,College Station,77.5,22.5,65.0,35.0
 United States of America,Collinsville,75.0,25.0,75.0,25.0
 United States of America,Colorado Springs,79.41176470588236,20.588235294117638,61.60714285714286,38.39285714285714
 United States of America,Columbia,87.5,12.5,65.9090909090909,34.09090909090909
 United States of America,Columbus,85.0,15.0,46.25,53.75
 United States of America,Concord,81.94444444444446,18.055555555555543,70.0,30.0
 United States of America,Cookeville,100.0,0.0,50.0,50.0
 United States of America,Coon Rapids,100.0,0.0,50.0,50.0
 United States of America,Coral Springs,100.0,0.0,50.0,50.0
 United States of America,Corcoran,50.0,50.0,50.0,50.0
 United States of America,Corning,100.0,0.0,62.5,37.5
 United States of America,Corona,50.0,50.0,62.5,37.5
 United States of America,Corpus Christi,70.0,30.0,31.818181818181813,68.18181818181819
 United States of America,Corvallis,75.0,25.0,50.0,50.0
 United States of America,Costa Mesa,56.25,43.75,60.0,40.0
 United States of America,Crescent City,100.0,0.0,100.0,0.0
 United States of America,Crown Point,87.5,12.5,75.0,25.0
 United States of America,Crystal Lake,68.75,31.25,75.0,25.0
 United States of America,Cumming,58.333333333333336,41.666666666666664,58.33333333333333,41.66666666666667
 United States of America,Cutler Bay,100.0,0.0,75.0,25.0
 United States of America,Dallas,63.38028169014085,36.61971830985915,57.30769230769231,42.69230769230769
 United States of America,Dalton,100.0,0.0,75.0,25.0
 United States of America,Danbury,75.0,25.0,100.0,0.0
 United States of America,Danville,100.0,0.0,25.0,75.0
 United States of America,Davenport,86.36363636363636,13.63636363636364,46.42857142857143,53.57142857142857
 United States of America,Davis,75.0,25.0,75.0,25.0
 United States of America,Dayton,82.8125,17.1875,66.66666666666666,33.333333333333336
 United States of America,Daytona Beach,96.42857142857144,3.571428571428555,53.57142857142857,46.42857142857143
 United States of America,DeKalb,75.0,25.0,50.0,50.0
 United States of America,DeLand,81.25,18.75,75.0,25.0
 United States of America,Decatur,72.91666666666667,27.08333333333333,31.25,68.75
 United States of America,Deerfield Beach,91.66666666666669,8.333333333333314,63.88888888888889,36.11111111111111
 United States of America,Del Rio,100.0,0.0,75.0,25.0
 United States of America,Delray Beach,100.0,0.0,100.0,0.0
 United States of America,Deltona,87.5,12.5,25.0,75.0
 United States of America,Denton,62.5,37.5,62.5,37.5
 United States of America,Denver,53.17796610169492,46.82203389830508,63.16964285714286,36.83035714285714
 United States of America,Des Moines,82.5,17.5,61.66666666666667,38.33333333333333
 United States of America,Des Plaines,100.0,0.0,50.0,50.0
 United States of America,Detroit,51.21951219512195,48.78048780487805,47.916666666666664,52.083333333333336
 United States of America,Detroit Lakes,100.0,0.0,50.0,50.0
 United States of America,Dickinson,100.0,0.0,50.0,50.0
 United States of America,Dothan,100.0,0.0,37.5,62.5
 United States of America,Douglasville,25.0,75.0,25.0,75.0
 United States of America,Dover,100.0,0.0,50.0,50.0
 United States of America,Dublin,100.0,0.0,100.0,0.0
 United States of America,Duluth,73.21428571428572,26.785714285714278,87.5,12.5
 United States of America,Durango,75.0,25.0,100.0,0.0
 United States of America,Durham,75.0,25.0,60.41666666666667,39.58333333333333
 United States of America,East Chicago,100.0,0.0,50.0,50.0
 United States of America,East Orange,100.0,0.0,25.0,75.0
 United States of America,East Providence,100.0,0.0,50.0,50.0
 United States of America,Easton,100.0,0.0,50.0,50.0
 United States of America,Eau Claire,96.42857142857144,3.571428571428555,66.66666666666666,33.333333333333336
 United States of America,Eden Prairie,91.66666666666669,8.333333333333314,91.66666666666667,8.333333333333332
 United States of America,Edison,75.0,25.0,75.0,25.0
 United States of America,El Cajon,50.0,50.0,75.0,25.0
 United States of America,El Centro,78.57142857142857,21.42857142857143,33.33333333333334,66.66666666666666
 United States of America,El Paso,63.74999999999999,36.25000000000001,55.357142857142854,44.642857142857146
 United States of America,Elizabethtown,90.0,10.0,100.0,0.0
 United States of America,Elkhart,87.5,12.5,50.0,50.0
 United States of America,Elko,100.0,0.0,75.0,25.0
 United States of America,Ellsworth,100.0,0.0,50.0,50.0
 United States of America,Elmira,100.0,0.0,75.0,25.0
 United States of America,Encinitas,75.0,25.0,87.5,12.5
 United States of America,Erie,80.0,20.0,0.0,100.0
 United States of America,Escondido,75.0,25.0,87.5,12.5
 United States of America,Eugene,75.0,25.0,63.75,36.25
 United States of America,Eureka,100.0,0.0,100.0,0.0
 United States of America,Evansville,68.75,31.25,62.5,37.5
 United States of America,Everett,88.63636363636364,11.36363636363636,67.85714285714286,32.14285714285714
 United States of America,Fairbanks,68.18181818181819,31.818181818181813,90.0,9.999999999999998
 United States of America,Fairborn,87.5,12.5,50.0,50.0
 United States of America,Fairfax,78.33333333333333,21.66666666666667,71.15384615384616,28.846153846153843
 United States of America,Fairfield,83.33333333333334,16.666666666666657,50.0,50.0
 United States of America,Fairmont,100.0,0.0,50.0,50.0
 United States of America,Fall River,100.0,0.0,50.0,50.0
 United States of America,Fargo,100.0,0.0,100.0,0.0
 United States of America,Farmington,90.0,10.0,50.0,50.0
 United States of America,Farmville,75.0,25.0,75.0,25.0
 United States of America,Fayetteville,85.76388888888889,14.236111111111114,56.66666666666667,43.33333333333333
 United States of America,Flagstaff,100.0,0.0,81.25,18.75
 United States of America,Flint,62.5,37.5,12.5,87.5
 United States of America,Florence,100.0,0.0,50.0,50.0
 United States of America,Fond du Lac,75.0,25.0,25.0,75.0
 United States of America,Fontana,45.0,55.0,65.0,35.0
 United States of America,Forsyth,80.0,20.0,0.0,100.0
 United States of America,Fort Collins,86.8421052631579,13.157894736842096,65.0,35.0
 United States of America,Fort Dodge,25.0,75.0,25.0,75.0
 United States of America,Fort Lauderdale,81.57894736842105,18.421052631578945,57.89473684210527,42.10526315789473
 United States of America,Fort Myers,70.58823529411764,29.411764705882362,15.0,85.0
 United States of America,Fort Pierce,75.0,25.0,100.0,0.0
 United States of America,Fort Smith,95.0,5.0,75.0,25.0
 United States of America,Fort Walton Beach,100.0,0.0,50.0,50.0
 United States of America,Fort Wayne,66.66666666666666,33.33333333333334,56.25,43.75
 United States of America,Fort Worth,47.72727272727273,52.27272727272727,48.86363636363637,51.13636363636363
 United States of America,Foster City,100.0,0.0,100.0,0.0
 United States of America,Frankfort,50.0,50.0,25.0,75.0
 United States of America,Franklin,93.75,6.25,93.75,6.25
 United States of America,Frederick,91.66666666666669,8.333333333333314,66.66666666666666,33.333333333333336
 United States of America,Fredericksburg,100.0,0.0,75.0,25.0
 United States of America,Fremont,79.16666666666667,20.83333333333333,85.0,15.000000000000002
 United States of America,Fresno,21.250000000000004,78.75,21.875,78.125
 United States of America,Frisco,87.5,12.5,70.83333333333334,29.166666666666664
 United States of America,Fullerton,100.0,0.0,75.0,25.0
 United States of America,Gadsden,87.5,12.5,25.0,75.0
 United States of America,Gainesville,95.83333333333333,4.166666666666671,63.541666666666664,36.458333333333336
 United States of America,Gaithersburg,91.66666666666669,8.333333333333314,87.5,12.5
 United States of America,Galveston,85.71428571428572,14.285714285714278,50.0,50.0
 United States of America,Garden Grove,75.0,25.0,100.0,0.0
 United States of America,Garland,75.0,25.0,50.0,50.0
 United States of America,Georgetown,100.0,0.0,50.0,50.0
 United States of America,Germantown,100.0,0.0,87.5,12.5
 United States of America,Gettysburg,75.0,25.0,25.0,75.0
 United States of America,Gilbert,75.0,25.0,100.0,0.0
 United States of America,Gillette,100.0,0.0,50.0,50.0
 United States of America,Glendale,77.5,22.5,54.16666666666667,45.83333333333333
 United States of America,Glendora,50.0,50.0,75.0,25.0
 United States of America,Goldsboro,60.0,40.0,0.0,100.0
 United States of America,Goose Creek,100.0,0.0,100.0,0.0
 United States of America,Grand Forks,87.5,12.5,62.5,37.5
 United States of America,Grand Island,75.0,25.0,100.0,0.0
 United States of America,Grand Junction,85.41666666666667,14.583333333333329,81.25,18.75
 United States of America,Grand Rapids,69.23076923076923,30.769230769230774,55.55555555555556,44.44444444444444
 United States of America,Grants Pass,62.5,37.5,25.0,75.0
 United States of America,Grapevine,0.0,100.0,0.0,100.0
 United States of America,Grass Valley,62.5,37.5,37.5,62.5
 United States of America,Great Falls,75.0,25.0,75.0,25.0
 United States of America,Greeley,95.0,5.0,100.0,0.0
 United States of America,Green Bay,63.888888888888886,36.111111111111114,50.0,50.0
 United States of America,Greensboro,76.66666666666666,23.333333333333343,68.18181818181819,31.818181818181817
 United States of America,Greensburg,87.5,12.5,50.0,50.0
 United States of America,Greenville,90.625,9.375,78.33333333333333,21.666666666666668
 United States of America,Gresham,100.0,0.0,100.0,0.0
 United States of America,Gulfport,100.0,0.0,100.0,0.0
 United States of America,Hagerstown,87.5,12.5,50.0,50.0
 United States of America,Hamilton,87.5,12.5,50.0,50.0
 United States of America,Hampton,37.5,62.5,50.0,50.0
 United States of America,Hanover,100.0,0.0,50.0,50.0
 United States of America,Harlingen,100.0,0.0,100.0,0.0
 United States of America,Harrisburg,82.5,17.5,62.5,37.5
 United States of America,Hartford,65.38461538461539,34.61538461538461,50.0,50.0
 United States of America,Hattiesburg,82.14285714285714,17.85714285714286,58.33333333333333,41.66666666666667
 United States of America,Haverhill,100.0,0.0,50.0,50.0
 United States of America,Hayward,87.5,12.5,75.0,25.0
 United States of America,Hazard,100.0,0.0,50.0,50.0
 United States of America,Hazel Park,25.0,75.0,75.0,25.0
 United States of America,Helena,100.0,0.0,50.0,50.0
 United States of America,Hempstead,100.0,0.0,50.0,50.0
 United States of America,Henderson,67.85714285714286,32.14285714285714,65.0,35.0
 United States of America,Herndon,50.0,50.0,75.0,25.0
 United States of America,Hickory,100.0,0.0,50.0,50.0
 United States of America,High Point,75.0,25.0,87.5,12.5
 United States of America,Highland,50.0,50.0,0.0,100.0
 United States of America,Hilton Head Island,100.0,0.0,75.0,25.0
 United States of America,Hinesville,75.0,25.0,75.0,25.0
 United States of America,Hobbs,100.0,0.0,50.0,50.0
 United States of America,Hoboken,56.25,43.75,37.5,62.5
 United States of America,Holderness,100.0,0.0,50.0,50.0
 United States of America,Holland,75.0,25.0,25.0,75.0
 United States of America,Hollywood,100.0,0.0,62.5,37.5
 United States of America,Honolulu,74.58333333333333,25.41666666666667,58.48214285714286,41.51785714285714
 United States of America,Hope Mills,100.0,0.0,50.0,50.0
 United States of America,Hot Springs,100.0,0.0,100.0,0.0
 United States of America,Houston,45.860927152317885,54.139072847682115,42.9054054054054,57.0945945945946
 United States of America,Huntingdon,75.0,25.0,50.0,50.0
 United States of America,Huntington,75.0,25.0,75.0,25.0
 United States of America,Huntington Beach,85.71428571428572,14.285714285714278,34.375,65.625
 United States of America,Huntsville,97.5,2.5,62.5,37.5
 United States of America,Hyattsville,50.0,50.0,25.0,75.0
 United States of America,Idaho Falls,95.83333333333331,4.166666666666686,83.33333333333333,16.666666666666668
 United States of America,Imperial,87.5,12.5,50.0,50.0
 United States of America,Indianapolis,67.44186046511628,32.55813953488372,49.3421052631579,50.6578947368421
 United States of America,Indio,50.0,50.0,75.0,25.0
 United States of America,Iowa City,83.33333333333333,16.66666666666667,62.5,37.5
 United States of America,Ironton,100.0,0.0,50.0,50.0
 United States of America,Irvine,63.1578947368421,36.8421052631579,66.66666666666666,33.333333333333336
 United States of America,Irving,62.5,37.5,62.5,37.5
 United States of America,Islip,75.0,25.0,75.0,25.0
 United States of America,Ithaca,93.75,6.25,59.375,40.625
 United States of America,Jackson,95.57291666666667,4.427083333333329,64.73214285714286,35.26785714285714
 United States of America,Jacksonville,87.82894736842104,12.17105263157896,66.8918918918919,33.108108108108105
 United States of America,Jeffersonville,87.5,12.5,50.0,50.0
 United States of America,Jersey City,58.333333333333336,41.666666666666664,40.0,60.0
 United States of America,Johnson City,90.0,10.0,80.0,20.0
 United States of America,Johnstown,87.5,12.5,25.0,75.0
 United States of America,Jonesboro,50.0,50.0,50.0,50.0
 United States of America,Joplin,79.16666666666667,20.83333333333333,81.25,18.75
 United States of America,Juneau,100.0,0.0,75.0,25.0
 United States of America,Jupiter,100.0,0.0,75.0,25.0
 United States of America,Kalamazoo,88.63636363636364,11.36363636363636,46.42857142857143,53.57142857142857
 United States of America,Kalispell,89.28571428571428,10.714285714285722,100.0,0.0
 United States of America,Kansas City,72.74709302325581,27.252906976744185,62.11890243902439,37.88109756097561
 United States of America,Katy,60.0,40.0,50.0,50.0
 United States of America,Kearney,100.0,0.0,25.0,75.0
 United States of America,Keene,100.0,0.0,50.0,50.0
 United States of America,Keller,66.66666666666666,33.33333333333334,75.0,25.0
 United States of America,Kennewick,95.0,5.0,80.0,20.0
 United States of America,Kenosha,87.5,12.5,87.5,12.5
 United States of America,Kent,100.0,0.0,100.0,0.0
 United States of America,Ketchikan,100.0,0.0,50.0,50.0
 United States of America,Key West,100.0,0.0,100.0,0.0
 United States of America,Kingman,100.0,0.0,25.0,75.0
 United States of America,Kingsport,56.25,43.75,6.25,93.75
 United States of America,Kissimmee,70.0,30.0,31.25,68.75
 United States of America,Klamath Falls,83.33333333333333,16.66666666666667,37.5,62.5
 United States of America,Knoxville,56.94444444444444,43.05555555555556,48.21428571428571,51.78571428571429
 United States of America,Kodiak,100.0,0.0,75.0,25.0
 United States of America,Kokomo,90.0,10.0,75.0,25.0
 United States of America,La Crosse,100.0,0.0,50.0,50.0
 United States of America,La Porte,87.5,12.5,50.0,50.0
 United States of America,Lafayette,84.42460317460318,15.575396825396822,77.08333333333333,22.916666666666668
 United States of America,Lake Charles,66.66666666666666,33.33333333333334,40.0,60.0
 United States of America,Lake Elsinore,50.0,50.0,25.0,75.0
 United States of America,Lake Forest,87.5,12.5,100.0,0.0
 United States of America,Lake Worth,100.0,0.0,0.0,100.0
 United States of America,Lakeland,100.0,0.0,55.0,45.0
 United States of America,Lakeport,100.0,0.0,50.0,50.0
 United States of America,Lakeville,100.0,0.0,50.0,50.0
 United States of America,Lakewood,100.0,0.0,25.0,75.0
 United States of America,Lancaster,77.08333333333333,22.91666666666667,71.25,28.75
 United States of America,Langley,100.0,0.0,100.0,0.0
 United States of America,Lansing,92.85714285714286,7.142857142857139,58.33333333333333,41.66666666666667
 United States of America,Laramie,100.0,0.0,100.0,0.0
 United States of America,Laredo,0.0,100.0,0.0,100.0
 United States of America,Largo,75.0,25.0,25.0,75.0
 United States of America,Las Cruces,82.8125,17.1875,66.66666666666666,33.333333333333336
 United States of America,Las Vegas,51.72413793103448,48.27586206896552,50.30864197530864,49.69135802469136
 United States of America,Laurel,87.5,12.5,50.0,50.0
 United States of America,Lawrence,87.5,12.5,50.0,50.0
 United States of America,Lawrenceville,100.0,0.0,100.0,0.0
 United States of America,Lawton,100.0,0.0,50.0,50.0
 United States of America,League City,75.0,25.0,75.0,25.0
 United States of America,Leander,100.0,0.0,100.0,0.0
 United States of America,Leawood,50.0,50.0,25.0,75.0
 United States of America,Lebanon,100.0,0.0,50.0,50.0
 United States of America,Leesburg,87.5,12.5,50.0,50.0
 United States of America,Lewisburg,100.0,0.0,50.0,50.0
 United States of America,Lewiston,87.5,12.5,75.0,25.0
 United States of America,Lexington,89.28571428571428,10.714285714285722,60.0,40.0
 United States of America,Libby,100.0,0.0,75.0,25.0
 United States of America,Liberty,62.5,37.5,50.0,50.0
 United States of America,Lima,75.0,25.0,50.0,50.0
 United States of America,Lincoln,86.66666666666667,13.333333333333329,72.5,27.500000000000004
 United States of America,Lisle,100.0,0.0,100.0,0.0
 United States of America,Little Rock,89.28571428571428,10.714285714285722,77.94117647058823,22.058823529411764
 United States of America,Livermore,75.0,25.0,45.83333333333334,54.16666666666666
 United States of America,Livonia,100.0,0.0,75.0,25.0
 United States of America,Lockport,100.0,0.0,100.0,0.0
 United States of America,Logan,67.85714285714286,32.14285714285714,100.0,0.0
 United States of America,Long Beach,50.0,50.0,67.3076923076923,32.69230769230769
 United States of America,Long Branch,75.0,25.0,75.0,25.0
 United States of America,Long Island,87.5,12.5,75.0,25.0
 United States of America,Longmeadow,75.0,25.0,75.0,25.0
 United States of America,Longmont,0.0,100.0,25.0,75.0
 United States of America,Longview,42.5,57.5,25.0,75.0
 United States of America,Lorain,0.0,100.0,50.0,50.0
 United States of America,Los Angeles,36.62162162162163,63.37837837837837,38.70056497175142,61.29943502824858
 United States of America,Louisville,56.060606060606055,43.939393939393945,61.206896551724135,38.793103448275865
 United States of America,Loveland,72.5,27.5,65.0,35.0
 United States of America,Lubbock,69.64285714285714,30.35714285714286,65.9090909090909,34.09090909090909
 United States of America,Lynchburg,100.0,0.0,100.0,0.0
 United States of America,Macomb,75.0,25.0,100.0,0.0
 United States of America,Macon,60.0,40.0,50.0,50.0
 United States of America,Madera,75.0,25.0,50.0,50.0
 United States of America,Madison,86.76470588235294,13.235294117647058,59.67741935483871,40.32258064516129
 United States of America,Manassas,87.5,12.5,100.0,0.0
 United States of America,Manchester,76.92307692307692,23.07692307692308,61.11111111111111,38.88888888888889
 United States of America,Mandeville,75.0,25.0,25.0,75.0
 United States of America,Manhattan,100.0,0.0,100.0,0.0
 United States of America,Manistee,100.0,0.0,50.0,50.0
 United States of America,Mansfield,55.0,45.0,75.0,25.0
 United States of America,Maricopa,100.0,0.0,50.0,50.0
 United States of America,Marietta,80.55555555555556,19.444444444444443,90.0,9.999999999999998
 United States of America,Marina,100.0,0.0,50.0,50.0
 United States of America,Marion,0.0,100.0,25.0,75.0
 United States of America,Marshall,100.0,0.0,50.0,50.0
 United States of America,McAllen,87.5,12.5,64.28571428571428,35.714285714285715
 United States of America,McHenry,75.0,25.0,25.0,75.0
 United States of America,McKinney,87.5,12.5,81.25,18.75
 United States of America,McLean,100.0,0.0,75.0,25.0
 United States of America,Medford,92.85714285714286,7.142857142857139,87.5,12.5
 United States of America,Melbourne,80.0,20.0,60.714285714285715,39.285714285714285
 United States of America,Memphis,66.30434782608697,33.69565217391303,51.31578947368421,48.68421052631579
 United States of America,Merced,87.5,12.5,50.0,50.0
 United States of America,Merrillville,87.5,12.5,50.0,50.0
 United States of America,Mesa,68.75,31.25,68.75,31.25
 United States of America,Mesquite,75.0,25.0,62.5,37.5
 United States of America,Miami,70.2020202020202,29.797979797979806,52.63157894736842,47.36842105263158
 United States of America,Middlesex,83.33333333333333,16.66666666666667,50.0,50.0
 United States of America,Middletown,100.0,0.0,75.0,25.0
 United States of America,Midland,85.0,15.0,33.33333333333333,66.66666666666667
 United States of America,Milton,50.0,50.0,0.0,100.0
 United States of America,Milwaukee,79.06976744186048,20.930232558139522,56.70731707317073,43.29268292682927
 United States of America,Minneapolis,79.51388888888889,20.486111111111114,66.42857142857142,33.57142857142858
 United States of America,Minot,68.75,31.25,25.0,75.0
 United States of America,Mission,100.0,0.0,100.0,0.0
 United States of America,Mission Viejo,75.0,25.0,25.0,75.0
 United States of America,Missoula,79.6875,20.3125,77.08333333333333,22.916666666666668
 United States of America,Mobile,75.0,25.0,42.85714285714286,57.14285714285714
 United States of America,Modesto,46.66666666666666,53.33333333333334,45.45454545454546,54.54545454545454
 United States of America,Monroe,100.0,0.0,75.0,25.0
 United States of America,Montclair,75.0,25.0,100.0,0.0
 United States of America,Monterey,91.66666666666669,8.333333333333314,65.625,34.375
 United States of America,Montgomery,70.83333333333334,29.166666666666657,43.75,56.25
 United States of America,Mooresville,100.0,0.0,75.0,25.0
 United States of America,Morehead,100.0,0.0,75.0,25.0
 United States of America,Morgantown,86.11111111111111,13.888888888888886,25.0,75.0
 United States of America,Morristown,100.0,0.0,0.0,100.0
 United States of America,Moscow,37.5,62.5,37.5,62.5
 United States of America,Moses Lake,75.0,25.0,100.0,0.0
 United States of America,Moss Point,91.66666666666669,8.333333333333314,50.0,50.0
 United States of America,Mount Vernon,100.0,0.0,75.0,25.0
 United States of America,Mountain View,91.66666666666669,8.333333333333314,66.66666666666666,33.333333333333336
 United States of America,Muncie,87.5,12.5,50.0,50.0
 United States of America,Murfreesboro,87.5,12.5,62.5,37.5
 United States of America,Murrieta,100.0,0.0,75.0,25.0
 United States of America,Muskegon,100.0,0.0,50.0,50.0
 United States of America,Myrtle Beach,87.5,12.5,50.0,50.0
 United States of America,Nantucket,100.0,0.0,50.0,50.0
 United States of America,Napa,92.85714285714286,7.142857142857139,62.5,37.5
 United States of America,Naperville,83.33333333333333,16.66666666666667,87.5,12.5
 United States of America,Naples,80.76923076923077,19.230769230769226,69.23076923076923,30.76923076923077
 United States of America,Nashua,87.5,12.5,100.0,0.0
 United States of America,Nashville,70.0,30.0,57.05128205128205,42.94871794871795
 United States of America,Neenah,50.0,50.0,100.0,0.0
 United States of America,New Bedford,25.0,75.0,25.0,75.0
 United States of America,New Bern,100.0,0.0,50.0,50.0
 United States of America,New Braunfels,100.0,0.0,68.75,31.25
 United States of America,New Castle,87.5,12.5,50.0,50.0
 United States of America,New Haven,81.81818181818181,18.181818181818187,62.5,37.5
 United States of America,New Orleans,65.13157894736842,34.868421052631575,27.142857142857153,72.85714285714285
 United States of America,New Paltz,100.0,0.0,50.0,50.0
 United States of America,New Port Richey,50.0,50.0,100.0,0.0
 United States of America,New Rochelle,50.0,50.0,75.0,25.0
